;Schw. (hp);wl_lett;wl_syll;one_syll;more_syll;long_w;lh_ran;lh_freq;lh_infr;lh_inv;lh_100;lhsw_ran;lhsw_freq;lhsw_lnfr;lhsw_inv;lhsw_100;wh_ran;wh_freq;wh_lnfr;wh_100;whsw_ran;whsw_freq;whsw_lnfr;whsw_100;rr_10;rr_25;rr_30;rr_40;rr_50;rr_60;rr_75;rr_80;rr_85;rr_90;ttr;ttr_sq;ttr_hd;ttrsw;ttrsw_sq;ttrsw_hd;i/f;f/i;i/w;f/w;L;R;nr;vr;nstv;fvr;ivr;fir;syn;lnsyn;synsw;lnsynsw;syn500;1sg;2sg;3sg;1pl;2pl;3pl;n3;prs;imperf;perf;pqp;fut1;fut2;nprs;nprprf;ind;sub;imp;nind;act;pass;nom;gen;dat;acc;abl;lem;ana;mult_lem;kon;pr_w;pr_n;pr_s;pr12_w;pr12_n;pr12_s;prpo_w;prpo_n;prpo_s;prps_w;prps_n;prps_s;kr_2;kr_3;kr_all;krn_2;krn_3;krn_all;sim_wn;sim_wup;lsa;lsa_2;sl;cl;v1w;v1s;ovs;ovw;svoc;svow;wvps;wvpw;depl;tu;stw;stt;stn;nsw;nst;nss;fnsw;fnst;fnss;fnsns;haa;hga;haga;haw;hgw;hagw;haha;hghg;haghag;vH_w;vH_H;ch;verschr. RS;R+K;R+I;R. SA;Sup I;Sup II;Ger. ohne esse;Ger. prädik.;Gerundium;ind. Rede;AcI;NcI;hist. Inf.;Inf.-Konstr.;ind. FS;quin-S.;fakt. quod;Komp. S.;Kond. S.;cum + K;cum + I;Konzessiv S.;Konsek. S.;Temp. S.;Final S.;Kausal S.;Konj. HS;Attr. Part.;Abl. Abs.;PC;Prädikativum;Dat. fin.;Abl. comp.;Gen. qual.;Abl. qual.;Dat. auct.;Dat. poss.;Imp.;Passiv;Ellipse;LEF;Anzahl SE;differente SE;Rel.sätze;nd-Formen;Infinitive;NS;Part.;Kasus;SE_optimum;**lex. Variablen ohne Anmerkungen**;wl_lett;wl_syll;one_syll;more_syll;long_w;lh_ran;lh_freq;lh_infr;lh_inv;lh_100;lhsw_ran;lhsw_freq;lhsw_lnfr;lhsw_inv;lhsw_100;wh_ran;wh_freq;wh_lnfr;wh_100;whsw_ran;whsw_freq;whsw_lnfr;whsw_100;rr_10;rr_25;rr_30;rr_40;rr_50;rr_60;rr_75;rr_80;rr_85;rr_90;ttr;ttr_sq;ttr_hd;ttrsw;ttrsw_sq;ttrsw_hd;i/f;f/i;i/w;f/w;L;R;nr;vr;nst;fvr;ivr;fir;syn;lnsyn;synsw;lnsynsw;syn500;**Genre etc.**;Genre_1;Genre_2;Narrativität;Inhalt
Text_47;5,505;5,794;2,435;0,229;0,412;0,427;285,664;8643,519;6,778;0,569;3,397;397,663;1423,054;5,519;0,566;4,413;354,748;3485,099;5,221;3,969;478,902;400,011;3,763;5,098;0,481;0,374;0,374;0,313;0,282;0,229;0,183;0,137;0,122;0,061;0,794;9,087;0,953;0,891;8,549;0,975;2,359;0,424;0,702;0,298;104,657;0,963;0,212;0,152;0,714;0,115;0,122;0,484;14,214;1,319;12,305;1,002;2,802;0;0,125;0,5;0,062;0;0,312;0,188;0,75;0,188;0;0;0,062;0;0,25;0,25;0,75;0,25;0;0,25;0,688;0,312;0,115;0,231;0;0,231;0,423;1,504;3,824;0,328;0,107;0,13;0,654;2,429;0,015;0,077;0,286;0;0;0;0,023;0,115;0,429;0;0,023;0,031;0;0,008;0,023;0,267;0,346;0;0,966;19,143;5,696;0;0;0;0;0;0;4,286;0,224;4,142;16,375;15,267;2,500;1,333;11,450;1,875;2,143;5,344;0,875;1,000;0,467;3,053;0,763;3,817;6,107;0,763;6,870;2,000;1,000;1,800;0,763;0,200;3,053;0,000;0,008;0,015;0,008;0,000;0,000;0,000;0,000;0,000;0,000;0,038;0,000;0,000;0,000;0,000;0,000;0,000;0,008;0,008;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,023;0,015;0,008;0,008;0,000;0,000;0,008;0,000;0,000;0,000;0,000;0,031;0,000;0,000;0,145;12;0,062;0,000;0,056;0,039;0,128;0,017;0,060;;5,794;2,435;0,229;0,412;0,427;285,664;8643,519;6,778;0,569;3,397;397,663;1423,054;5,519;0,566;4,413;354,748;3485,099;5,221;3,969;478,902;400,011;3,763;5,098;0,481;0,374;0,374;0,313;0,282;0,229;0,183;0,137;0,122;0,061;0,794;9,087;0,953;0,891;8,549;0,975;2,359;0,424;0,702;0,298;104,657;0,963;0,212;0,152;0,714;0,115;0,122;0,484;14,214;1,319;12,305;1,002;2,802;;Prosa;Philosophie;systematisch;Leid
Text_48;4,243;6,366;2,693;0,188;0,515;0,554;369,653;5587,455;6,276;0,484;4,248;448,15;1112,763;5,46;0,479;4,963;460,238;3542,05;4,52;4,99;556,538;205,062;3,432;5,875;0,683;0,535;0,505;0,416;0,366;0,297;0,198;0,178;0,149;0,099;0,901;9,055;0,977;0,975;8,721;0,994;3,81;0,263;0,792;0,208;91,650;0,965;0,382;0,167;0,436;0,069;0,158;0,304;21,495;1,465;14,119;0,989;3,812;0;0;0,857;0,143;0;0;0,143;0,143;0,143;0,429;0,143;0,143;0;0,857;0,429;0,857;0,143;0;0,143;0,857;0,143;0,167;0,267;0;0,2;0,367;1,495;3,267;0,366;0,089;0,079;0,235;1,333;0;0;0;0;0;0;0,02;0,059;0,333;0,01;0,02;0,02;0;0;0;0,45;0,584;0,101;0,569;17,333;5,941;0;0;0,125;0,096;0;0;6,667;0,385;3,888;12,625;10,891;1,375;1,222;8,911;1,125;1,500;2,970;0,375;0,500;0,333;0,990;0,000;0,990;2,970;0,000;2,970;3,000;0,000;3,000;0,000;0,000;4,950;0,000;0,000;0,010;0,000;0,000;0,000;0,010;0,000;0,000;0,000;0,010;0,000;0,000;0,000;0,010;0,000;0,000;0,020;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,020;0,030;0,000;0,010;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,040;0,000;0,119;9;0,015;0,031;0,015;0,082;0,141;0,000;0,055;;6,253;2,653;0,2;0,505;0,537;356,526;5936,821;6,505;0,409;4,116;437,662;1198,459;5,689;0,403;4,851;456,042;3765,463;4,745;4,968;558,959;221,311;3,633;5,919;0,684;0,526;0,495;0,400;0,347;0,274;0,179;0,158;0,126;0,074;0,895;8,721;0,976;0,973;8,37;0,994;3,524;0,284;0,779;0,221;85,650;0,962;0,365;0,167;0,457;0,074;0,147;0,333;22,621;1,504;14,779;0,997;3,989;;Prosa;Geschichtsschreibung;informativ;Staat
Text_49;6,506;5,897;2,349;0,164;0,418;0,555;448,397;4620,527;6,142;1,159;5,027;525,81;762,736;5,48;1,152;5,752;527,205;1993,295;4,399;5,671;617,107;161,488;3,566;6,521;0,774;0,63;0,589;0,521;0,459;0,390;0,274;0,219;0,185;0,123;0,89;10,759;0,977;0,942;10,364;0,988;4,84;0,207;0,829;0,171;130,650;0,975;0,37;0,233;0,63;0,116;0,123;0,486;16,795;1,356;15,836;1,256;3,842;0;0;1;0;0;0;0;0,438;0,188;0,375;0;0;0;0,562;0,188;0,938;0,062;0;0,062;1;0;0,135;0,096;0;0,346;0,423;1,541;4,192;0,390;0,034;0,075;0,204;1;0,014;0,037;0,182;0,014;0,037;0,182;0;0;0;0,007;0,014;0,055;0;0,007;0,027;0,304;0,443;0,06;0,78;13,818;5,840;0,066;0,091;0,118;0,132;0;0;6,545;0,474;2,745;9,733;9,589;0,933;1,400;6,849;0,667;0,909;2,055;0,200;0,273;0,300;11,644;1,370;13,014;28,082;2,055;30,137;2,412;1,500;2,316;1,370;0,105;1,370;0,000;0,000;0,007;0,000;0,000;0,000;0,007;0,000;0,000;0,000;0,007;0,000;0,000;0,014;0,000;0,000;0,007;0,000;0,000;0,000;0,000;0,000;0,000;0,007;0,000;0,000;0,000;0,062;0,021;0,021;0,007;0,000;0,000;0,000;0,000;0,007;0,000;0,000;0,000;0,014;0,000;0,164;12;0,010;0,022;0,035;0,031;0,266;0,014;0,014;;5,835;2,324;0,173;0,403;0,547;424,223;4852,129;6,315;0,701;4,784;501,088;808,246;5,65;0,694;5,5;513,935;2093,36;4,551;5,554;606,447;171,018;3,7;6,43;0,763;0,612;0,568;0,496;0,432;0,360;0,237;0,180;0,144;0,086;0,892;10,518;0,977;0,947;10,115;0,989;4,56;0,219;0,82;0,18;124,650;0,974;0,36;0,245;0,68;0,122;0,129;0,486;17,288;1,387;16,281;1,283;3,986;;Poesie;Epos;narrativ;Krieg
Text_50;2,145;5,837;2,48;0,277;0,45;0,525;260,282;10566,663;7,458;0,616;3,213;445,045;1475,135;5,782;0,610;4,919;366,797;5384,921;5,856;4,153;596,189;201,613;3,651;6,297;0,47;0,342;0,307;0,272;0,262;0,218;0,163;0,134;0,084;0,054;0,668;9,499;0,924;0,874;9,207;0,971;1,22;0,82;0,55;0,45;136,485;0,954;0,183;0,223;1,216;0,109;0,124;0,468;19,327;1,505;14,545;0,903;2,955;0,037;0;0,556;0,259;0;0,148;0,296;0,556;0,148;0,259;0;0,037;0;0,444;0,185;0,778;0,222;0;0,222;0,963;0,037;0,056;0,194;0,028;0,333;0,389;1,431;3,361;0,297;0,119;0,173;0,946;3,889;0,03;0,162;0,667;0,025;0,135;0,556;0,045;0,243;1;0,015;0,02;0,059;0;0,01;0,015;0,439;0,533;0,144;0,68;25,375;7,214;0,099;0,25;0,043;0,049;0,043;0,049;7;0,276;3,41;18,364;12,376;2,273;1,471;8,416;1,545;2,125;6,931;1,273;1,750;0,824;1,980;0,000;1,980;2,475;0,000;2,475;1,250;0,000;1,250;0,000;0,000;0,990;0,000;0,010;0,015;0,015;0,000;0,000;0,000;0,015;0,010;0,000;0,005;0,005;0,000;0,025;0,000;0,000;0,000;0,005;0,015;0,005;0,000;0,000;0,010;0,000;0,005;0,005;0,000;0,010;0,000;0,005;0,005;0,000;0,000;0,005;0,005;0,010;0,000;0,000;0,000;0,000;0,000;0,183;20;0,085;0,061;0,062;0,097;0,049;0,042;0,168;;5,728;2,435;0,293;0,429;0,503;242,377;11128,141;7,601;0,597;3,042;431,17;1547,49;5,871;0,590;4,78;350,414;5689,759;6,04;4,005;590,13;213,69;3,76;6,25;0,45;0,314;0,283;0,246;0,241;0,199;0,147;0,126;0,073;0,047;0,654;9,045;0,919;0,87;8,7;0,97;1,099;0,91;0,524;0,476;126,485;0,951;0,173;0,215;1,242;0,11;0,11;0,5;16,848;1,455;11,791;0,818;2,759;;Prosa;Philosophie;systematisch;Rhetorik
Text_51;4,565;5,588;2,335;0,304;0,433;0,464;273,237;10575,314;7,116;1,786;3,325;417,878;1303,764;5,595;1,782;4,642;383,093;5351,32;5,601;4,299;572,163;202,634;3,654;6,033;0,495;0,397;0,351;0,299;0,253;0,211;0,144;0,124;0,093;0,057;0,727;10,123;0,939;0,886;9,828;0,975;1,732;0,577;0,634;0,366;144,641;0,946;0,201;0,211;1,051;0,186;0,067;0,735;13,835;1,268;11,619;0,943;3,242;0;0,372;0,535;0,023;0,023;0,047;0,419;0,667;0,095;0,167;0;0,024;0,048;0,333;0,167;0,714;0,238;0,048;0,286;0,905;0,095;0,125;0,175;0;0,375;0,325;1,428;3,304;0,299;0,119;0,124;0,6;1,263;0,021;0,1;0,211;0;0;0;0,026;0,125;0,263;0,01;0,031;0,062;0;0,005;0,015;0,437;0,538;0,16;0,812;11,471;3,959;0,359;0,412;0,057;0,103;0;0;0,647;0,056;2,579;8,435;16,495;1,391;1,231;13,402;1,130;1,529;12,371;1,043;1,412;0,923;0,515;0,515;1,031;0,515;0,515;1,031;1,000;1,000;1,000;0,000;0,000;0,515;0,000;0,000;0,026;0,000;0,000;0,000;0,010;0,005;0,000;0,000;0,005;0,000;0,000;0,010;0,010;0,000;0,000;0,010;0,005;0,005;0,005;0,000;0,005;0,010;0,015;0,010;0,000;0,010;0,005;0,005;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,021;0,010;0,010;0,000;0,175;20;0,039;0,044;0,026;0,169;0,049;0,000;0,041;;5,433;2,283;0,316;0,417;0,449;249,54;10969,545;7,296;0,615;3,086;388,405;1379,802;5,793;0,611;4,336;367,77;5551,465;5,78;4,16;558,871;214,586;3,825;5,914;0,476;0,374;0,326;0,273;0,225;0,182;0,118;0,096;0,064;0,027;0,717;9,799;0,936;0,879;9,47;0,973;1,634;0,612;0,62;0,38;137,641;0,943;0,188;0,21;1,114;0,187;0,059;0,761;12,695;1,207;10,396;0,869;3,326;;Prosa;Philosophie;systematisch;Philosophie
Text_52;4,046;4,98;2,051;0,381;0,315;0,381;173,452;13046,756;7,767;0,163;2,33;285,204;2268,522;6,247;0,159;3,274;287,731;5447,563;6,314;3,426;439,708;559,08;4,58;4,796;0,386;0,239;0,203;0,162;0,137;0,096;0,066;0,051;0,046;0,015;0,645;9,048;0,917;0,841;8,937;0,963;1,345;0,743;0,574;0,426;134,142;0,911;0,194;0,184;0,947;0,122;0,086;0,585;19,553;1,493;16,401;1,062;3,995;0,125;0;0,625;0,031;0,062;0,156;0,219;0,625;0,094;0,219;0,062;0;0;0,375;0,156;0,594;0,406;0;0,406;0,969;0,031;0,242;0,03;0,091;0,242;0,394;1,492;3,381;0,325;0,122;0,203;1,081;4;0,025;0,135;0,5;0,01;0,054;0,2;0,046;0,243;0,9;0,02;0,046;0,081;0;0;0,02;0,474;0,557;0,404;0,634;19,8;5,794;0,051;0,1;0,143;0,152;0;0;4,2;0,212;3,527;17,909;17,259;3,091;1,478;11,675;2,091;2,300;10,152;1,818;2,000;0,870;1,015;0,000;1,015;1,015;0,000;1,015;1,000;0,000;1,000;0,000;0,000;0,508;0,000;0,015;0,020;0,005;0,000;0,000;0,005;0,005;0,000;0,000;0,010;0,000;0,000;0,020;0,015;0,010;0,000;0,005;0,020;0,000;0,000;0,000;0,010;0,000;0,000;0,005;0,005;0,005;0,000;0,005;0,005;0,000;0,000;0,000;0,000;0,005;0,000;0,000;0,030;0,000;0,000;0,173;19;0,085;0,028;0,051;0,161;0,037;0,010;0,090;;4,932;2,026;0,391;0,312;0,38;169,609;13353,474;7,832;0,16;2,297;283,546;2314,806;6,292;0,156;3,259;285,354;5565,052;6,36;3,406;442,519;541,63;4,582;4,824;0,38;0,234;0,198;0,156;0,135;0,094;0,062;0,047;0,042;0,016;0,641;8,877;0,915;0,843;8,756;0,963;1,286;0,778;0,562;0,438;130,142;0,909;0,188;0,177;0,944;0,125;0,089;0,585;19,927;1,5;16,693;1,058;4,021;;Prosa;Rede;deskriptiv;Rhetorik
Text_53;2,157;5,692;2,352;0,286;0,445;0,516;234,654;10278,516;6,846;0,719;2,923;359,814;1372,451;5,154;0,714;4,035;329,071;5340,456;5,49;3,725;497,336;246,69;3,426;5,248;0,445;0,313;0,308;0,253;0,22;0,181;0,115;0,093;0,071;0,044;0,758;10,229;0,947;0,947;10,066;0,988;1,638;0,611;0,621;0,379;139,071;0,965;0,236;0,115;0,488;0,071;0,077;0,481;12,231;1,285;8,231;0,786;3,555;0,105;0;0,474;0,263;0;0,158;0,368;0,684;0,053;0,211;0;0,053;0;0,316;0,105;0,737;0,263;0;0,263;0,789;0,211;0,2;0,267;0,133;0,233;0,167;1,511;3,753;0,313;0,121;0,154;0,848;2,8;0,016;0,091;0,3;0,011;0,061;0,2;0,033;0,182;0,6;0,011;0,011;0,027;0,005;0,005;0,005;0,171;0,211;0,114;0,594;20,333;7,583;0;0;0,077;0,055;0,154;0,109;7;0,344;3,529;14,000;11,538;1,615;1,909;6,044;0,846;1,222;4,945;0,692;1,000;0,818;2,747;0,549;3,297;4,945;2,198;7,143;1,800;4,000;2,167;0,549;0,167;1,099;0,005;0,000;0,027;0,000;0,000;0,000;0,005;0,027;0,005;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,016;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,005;0,016;0,005;0,000;0,005;0,011;0,000;0,000;0,000;0,000;0,011;0,000;0,000;0,005;0,033;0,000;0,143;14;0,063;0,095;0,000;0,056;0,054;0,022;0,167;;5,535;2,271;0,3;0,412;0,488;205,735;10993,182;7,076;0,371;2,641;326,01;1517,208;5,34;0,366;3,693;308,506;5714,329;5,745;3,541;482,713;270,782;3,61;5,119;0,418;0,276;0,271;0,212;0,182;0,147;0,088;0,065;0,047;0,024;0,741;9,664;0,942;0,941;9,453;0,987;1,464;0,683;0,594;0,406;127,071;0,962;0,212;0,106;0,5;0,065;0,071;0,478;12,847;1,315;8,565;0,781;3,576;;Prosa;Rhetorik;systematisch;Literatur
Text_54;2,539;5,75;2,326;0,12;0,348;0,543;427,315;5764,25;6,433;2,186;4,837;558,58;887,826;5,425;2,183;6,072;518,337;2309,967;4,633;5,543;638,681;226,014;3,634;6,71;0,696;0,565;0,554;0,522;0,467;0,380;0,261;0,228;0,163;0,109;0,902;8,653;0,977;0,957;7,945;0,99;3;0,333;0,75;0,25;82,828;0,971;0,293;0,228;0,778;0,196;0,065;0,75;17,87;1,586;14,826;1,263;3,435;0;0;0,611;0;0;0,389;0;0,611;0,167;0,222;0;0;0;0,389;0,167;0,944;0,056;0;0,056;1;0;0,207;0,069;0,034;0,552;0,138;1,489;3,402;0,304;0,098;0,12;0,379;1,571;0;0;0;0,022;0,069;0,286;0,011;0,034;0,143;0,011;0,022;0,022;0;0,011;0,011;0,351;0,516;0,121;0,973;14,143;4,600;0,202;0,286;0;0;0,059;0,101;5,857;0,414;2,891;6,133;5,435;0,333;1,000;5,435;0,333;0,714;3,261;0,200;0,429;0,600;6,522;2,174;8,696;10,870;3,261;14,130;1,667;1,500;1,625;0,000;0,000;0,000;0,000;0,000;0,011;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,011;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,022;0,000;0,022;0,022;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,087;5;0,017;0,000;0,000;0,025;0,157;0,000;0,000;;5,541;2,224;0,129;0,306;0,518;386,459;6236,765;6,759;0,511;4,424;517,387;985,065;5,758;0,507;5,645;495,953;2499,635;4,894;5,341;621,581;250,758;3,879;6,565;0,671;0,529;0,518;0,482;0,424;0,329;0,2;0,165;0,106;0,047;0,894;8,243;0,975;0,952;7,493;0,988;2,696;0,371;0,729;0,271;75,828;0,968;0,329;0,235;0,714;0,188;0,059;0,762;17,612;1,551;14,318;1,202;3,635;;Poesie;Epos;narrativ;Leid
Text_55;4,619;5,591;2,258;0,306;0,366;0,425;210,882;11972,409;7,178;0,387;2,677;313,967;2273,198;5,723;0,384;3,57;306,339;4484,747;5,761;3,554;444,471;404,446;4,097;4,802;0,392;0,29;0,280;0,231;0,177;0,156;0,113;0,086;0,054;0,027;0,667;9,092;0,922;0,818;9;0,958;1,862;0,537;0,651;0,349;132,133;0,906;0,28;0,14;0,5;0,091;0,097;0,486;13,855;1,229;11,376;0,835;4,231;0,036;0;0,607;0;0;0,357;0,036;0,607;0,071;0,214;0,036;0,071;0;0,393;0,179;0,857;0,143;0;0,143;0,893;0,107;0,3;0,175;0,025;0,3;0,2;1,430;3,376;0,312;0,124;0,14;0,591;1,733;0,011;0,045;0,133;0,011;0,045;0,133;0,022;0,091;0,267;0,097;0,151;0,102;0,038;0,059;0,043;0,39;0,448;1,029;0,475;15,5;6,643;0,108;0,167;0,125;0,108;0;0;3,417;0,22;3,414;14,308;9,677;1,385;1,200;8,065;1,154;1,250;6,989;1,000;1,083;0,867;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,075;0,005;0,005;0,022;0,011;0,000;0,000;0,011;0,011;0,000;0,000;0,005;0,000;0,000;0,000;0,000;0,000;0,000;0,011;0,011;0,005;0,005;0,000;0,000;0,000;0,000;0,000;0,000;0,011;0,000;0,005;0,000;0,000;0,000;0,000;0,000;0,005;0,000;0,000;0,011;0,000;0,000;0,124;15;0,093;0,058;0,008;0,078;0,039;0,011;0,126;;5,591;2,258;0,306;0,366;0,425;210,882;11972,409;7,178;0,387;2,677;313,967;2273,198;5,723;0,384;3,57;306,339;4484,747;5,761;3,554;444,471;404,446;4,097;4,802;0,392;0,29;0,280;0,231;0,177;0,156;0,113;0,086;0,054;0,027;0,667;9,092;0,922;0,818;9;0,958;1,862;0,537;0,651;0,349;132,133;0,906;0,28;0,14;0,5;0,091;0,097;0,486;13,855;1,229;11,376;0,835;4,231;;Prosa;Rede;informativ;Staat
Text_56;2,653;5,351;2,226;0,25;0,339;0,446;309,613;8393,429;7,078;0,675;3,702;405,496;1680,608;6,146;0,672;4,568;439,762;3365,988;5,312;4,881;566,632;276,72;4,153;6,064;0,571;0,435;0,417;0,357;0,304;0,256;0,179;0,119;0,089;0,054;0,726;9,413;0,938;0,816;9,123;0,958;2,907;0,344;0,744;0,256;122,657;0,964;0,262;0,22;0,841;0,162;0,084;0,659;12,488;1,328;11,024;1,111;4,798;0,091;0,333;0,515;0;0,03;0,03;0,455;0,697;0,061;0,182;0,061;0;0;0,303;0,121;0,636;0,182;0,182;0,364;0,939;0,061;0,268;0,122;0,049;0,366;0,171;1,464;3,774;0,304;0,042;0,173;0,644;2,071;0,077;0,289;0,929;0,048;0,178;0,571;0,03;0,111;0,357;0,036;0,065;0,131;0,012;0,012;0,03;0,322;0,449;0,209;0,709;11,533;4,421;0,52;0,6;0;0;0,036;0,058;2,6;0,225;3,38;6,462;7,738;0,500;1,083;7,143;0,462;0,800;4,167;0,269;0,467;0,583;8,333;1,190;9,524;13,095;1,786;14,881;1,571;1,500;1,563;1,190;0,125;1,190;0,000;0,012;0,006;0,006;0,000;0,000;0,012;0,000;0,000;0,000;0,006;0,006;0,000;0,018;0,000;0,000;0,000;0,000;0,006;0,000;0,000;0,000;0,006;0,000;0,012;0,000;0,006;0,012;0,012;0,006;0,000;0,000;0,000;0,000;0,000;0,012;0,000;0,024;0,012;0,012;0,000;0,161;18;0,056;0,037;0,054;0,048;0,069;0,024;0,070;;5,201;2,151;0,264;0,302;0,415;278,069;8863,824;7,253;0,325;3,396;369,698;1804,552;6,315;0,322;4,216;420,201;3555,855;5,502;4,704;549,664;297,284;4,323;5,914;0,547;0,403;0,384;0,321;0,264;0,214;0,132;0,082;0,050;0,038;0,711;8,961;0,933;0,802;8,635;0,954;2,698;0,371;0,73;0,27;113,657;0,961;0,252;0,22;0,875;0,17;0,075;0,692;12,862;1,341;11,314;1,112;5,013;;Poesie;Epos;narrativ;Götter
Text_57;1,621;6,07;2,517;0,244;0,478;0,562;185,483;10294,632;6,789;0,257;2,418;267,276;1518,118;5,122;0,244;3,087;312,224;4470,657;5,317;3,552;440,024;265,189;3,425;4,677;0,378;0,284;0,249;0,204;0,139;0,109;0,07;0,060;0,030;0,025;0,627;8,887;0,912;0,748;8,43;0,94;1,716;0,583;0,632;0,368;127,899;0,951;0,294;0,189;0,644;0,124;0,104;0,543;14,93;1,281;11,393;0,829;4,443;0,071;0;0,464;0;0;0,464;0,071;0,037;0,481;0,259;0,222;0;0;0,963;0,704;0,481;0,519;0;0,519;0,889;0,111;0,045;0,273;0;0,455;0,227;1,423;3,169;0,289;0,095;0,134;0,529;3;0;0;0;0,015;0,059;0,333;0,065;0,255;1,444;0,085;0,169;0,144;0,05;0,09;0,075;0,582;0,736;0,766;0,667;20,4;4,786;0,049;0,1;0;0;0;0;6,4;0,314;3,582;22,333;27,363;6,111;1,667;16,418;3,667;3,300;9,950;2,222;2,000;0,606;0,498;0,498;0,995;0,498;0,498;0,995;1,000;1,000;1,000;0,000;0,000;1,990;0,005;0,010;0,005;0,010;0,000;0,000;0,005;0,005;0,010;0,015;0,030;0,000;0,000;0,005;0,000;0,000;0,010;0,000;0,010;0,015;0,000;0,000;0,020;0,000;0,000;0,005;0,000;0,000;0,020;0,000;0,000;0,000;0,000;0,000;0,000;0,005;0,005;0,000;0,010;0,000;0,000;0,189;19;0,077;0,054;0,098;0,131;0,043;0,020;0,118;;5,974;2,482;0,254;0,466;0,554;193,171;10721,352;7,071;0,268;2,518;285,244;1620,176;5,467;0,254;3,294;325,166;4655,969;5,538;3,699;469,605;283,017;3,656;4,992;0,394;0,295;0,259;0,212;0,145;0,114;0,073;0,062;0,031;0,026;0,611;8,494;0,907;0,731;7,975;0,934;1,608;0,622;0,617;0,383;119,899;0,948;0,285;0,192;0,673;0,13;0,109;0,543;15,539;1,334;11,855;0,863;4,585;;Prosa;Geschichtsschreibung;informativ;Krieg
Text_58;2,875;5,234;2,198;0,287;0,329;0,389;313,275;10404,491;7,213;1,422;3,731;479,567;1561,635;5,769;1,415;5,288;387,126;3158,449;5,588;4,365;582,654;343,923;3,934;6,221;0,521;0,413;0,395;0,353;0,329;0,275;0,198;0,150;0,096;0,084;0,725;9,363;0,937;0,885;9,021;0,974;1,651;0,606;0,623;0,377;124,129;0,945;0,246;0,192;0,78;0,162;0,072;0,692;15,671;1,351;13,605;0,988;3,06;0,281;0,094;0,562;0,031;0;0,031;0,406;0,645;0,032;0,29;0;0,032;0;0,355;0,065;0,774;0,194;0,032;0,226;0,871;0,129;0,242;0,091;0,03;0,333;0,303;1,473;3,485;0,341;0,066;0,222;1,088;1,85;0,024;0,118;0,2;0,006;0,029;0,05;0,048;0,235;0,4;0,024;0,03;0,054;0,018;0,012;0,03;0,314;0,384;0,552;0,485;8;4,073;0,476;0,381;0;0;0,16;0,238;2,429;0,304;2,585;7,591;13,772;1,045;1,211;11,377;0,864;0,905;8,383;0,636;0,667;0,737;0,599;0,000;0,599;1,198;0,000;1,198;2,000;0,000;2,000;0,000;0,000;1,796;0,006;0,006;0,024;0,000;0,000;0,000;0,000;0,000;0,006;0,006;0,006;0,000;0,000;0,000;0,012;0,000;0,000;0,006;0,000;0,000;0,000;0,000;0,006;0,018;0,006;0,000;0,000;0,000;0,006;0,012;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,006;0,000;0,012;0,000;0,126;15;0,075;0,017;0,027;0,108;0,037;0,000;0,072;;5,176;2,182;0,296;0,321;0,377;292,321;10920,459;7,437;1,112;3,522;458,719;1679,302;6,019;1,104;5,073;372,566;3316,314;5,806;4,239;574,833;370,844;4,157;6,167;0,503;0,396;0,377;0,333;0,308;0,252;0,17;0,119;0,063;0,050;0,711;8,961;0,933;0,875;8,573;0,971;1,524;0,656;0,604;0,396;116,129;0,941;0,233;0,195;0,838;0,157;0,063;0,714;16,308;1,378;14,138;0,997;3,119;;Poesie;Komödie;deskriptiv;Frau
